title,xlabel,ylabel,linename,xvalue,yvalue
Time Error,Progress (steps),Error (s),Neural Network [15|5],1.0,355.4418449864164
Time Error,Progress (steps),Error (s),Neural Network [15|5],2.0,57.87562846736704
Time Error,Progress (steps),Error (s),Neural Network [15|5],3.0,7.248890564435897
Time Error,Progress (steps),Error (s),Neural Network [15|5],4.0,0.0
Time Confidence,Confidence,Probability correct,Neural Network [15|5],0.5,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|5],0.9,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|5],0.7,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|5],0.4,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|5],0.2,0.18333333333333332
Time Confidence,Confidence,Probability correct,Neural Network [15|5],0.3,0.8
Steps Error,Progress (steps),Error (steps),Neural Network [15|5],1.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|5],2.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|5],3.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|5],4.0,0.0
Steps Confidence,Confidence,Probability correct,Neural Network [15|5],0.9,1.0
Time Error,Progress (steps),Error (s),Neural Network [15|5|5],1.0,334.17249623305923
Time Error,Progress (steps),Error (s),Neural Network [15|5|5],2.0,53.75825053590667
Time Error,Progress (steps),Error (s),Neural Network [15|5|5],3.0,7.248890564435897
Time Error,Progress (steps),Error (s),Neural Network [15|5|5],4.0,0.0
Time Confidence,Confidence,Probability correct,Neural Network [15|5|5],0.5,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|5|5],0.6,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|5|5],0.9,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|5|5],0.7,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|5|5],0.4,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|5|5],0.2,0.16326530612244897
Time Confidence,Confidence,Probability correct,Neural Network [15|5|5],0.3,0.85
Steps Error,Progress (steps),Error (steps),Neural Network [15|5|5],1.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|5|5],2.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|5|5],3.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|5|5],4.0,0.0
Steps Confidence,Confidence,Probability correct,Neural Network [15|5|5],0.9,1.0
Time Error,Progress (steps),Error (s),Neural Network [15|10],1.0,355.4418449864164
Time Error,Progress (steps),Error (s),Neural Network [15|10],2.0,57.87562846736704
Time Error,Progress (steps),Error (s),Neural Network [15|10],3.0,7.248890564435897
Time Error,Progress (steps),Error (s),Neural Network [15|10],4.0,0.0
Time Confidence,Confidence,Probability correct,Neural Network [15|10],0.1,0.19230769230769232
Time Confidence,Confidence,Probability correct,Neural Network [15|10],0.6,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|10],0.5,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|10],0.9,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|10],0.7,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|10],0.4,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|10],0.2,0.17647058823529413
Time Confidence,Confidence,Probability correct,Neural Network [15|10],0.3,0.8
Steps Error,Progress (steps),Error (steps),Neural Network [15|10],1.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|10],2.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|10],3.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|10],4.0,0.0
Steps Confidence,Confidence,Probability correct,Neural Network [15|10],0.9,1.0
Time Error,Progress (steps),Error (s),Neural Network [15|10|10],1.0,302.4580037602759
Time Error,Progress (steps),Error (s),Neural Network [15|10|10],2.0,57.87562846736704
Time Error,Progress (steps),Error (s),Neural Network [15|10|10],3.0,7.248890564435897
Time Error,Progress (steps),Error (s),Neural Network [15|10|10],4.0,0.0
Time Confidence,Confidence,Probability correct,Neural Network [15|10|10],0.1,0.7333333333333333
Time Confidence,Confidence,Probability correct,Neural Network [15|10|10],0.8,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|10|10],0.7,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|10|10],0.5,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|10|10],0.6,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|10|10],0.9,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|10|10],0.4,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|10|10],0.2,0.42857142857142855
Time Confidence,Confidence,Probability correct,Neural Network [15|10|10],0.3,0.5714285714285714
Steps Error,Progress (steps),Error (steps),Neural Network [15|10|10],1.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|10|10],2.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|10|10],3.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|10|10],4.0,0.0
Steps Confidence,Confidence,Probability correct,Neural Network [15|10|10],0.9,1.0
Time Error,Progress (steps),Error (s),Neural Network [15|15],1.0,355.4418449864164
Time Error,Progress (steps),Error (s),Neural Network [15|15],2.0,57.87562846736704
Time Error,Progress (steps),Error (s),Neural Network [15|15],3.0,7.248890564435897
Time Error,Progress (steps),Error (s),Neural Network [15|15],4.0,0.0
Time Confidence,Confidence,Probability correct,Neural Network [15|15],0.1,0.2413793103448276
Time Confidence,Confidence,Probability correct,Neural Network [15|15],0.8,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|15],0.5,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|15],0.6,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|15],0.9,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|15],0.7,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|15],0.4,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|15],0.2,0.12903225806451613
Time Confidence,Confidence,Probability correct,Neural Network [15|15],0.3,0.8
Steps Error,Progress (steps),Error (steps),Neural Network [15|15],1.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|15],2.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|15],3.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|15],4.0,0.0
Steps Confidence,Confidence,Probability correct,Neural Network [15|15],0.9,1.0
Time Error,Progress (steps),Error (s),Neural Network [15|15|15],1.0,294.53633339897306
Time Error,Progress (steps),Error (s),Neural Network [15|15|15],2.0,57.87562846736704
Time Error,Progress (steps),Error (s),Neural Network [15|15|15],3.0,7.248890564435897
Time Error,Progress (steps),Error (s),Neural Network [15|15|15],4.0,0.0
Time Confidence,Confidence,Probability correct,Neural Network [15|15|15],0.1,0.5555555555555556
Time Confidence,Confidence,Probability correct,Neural Network [15|15|15],0.8,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|15|15],0.5,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|15|15],0.9,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|15|15],0.4,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|15|15],0.2,0.47619047619047616
Time Confidence,Confidence,Probability correct,Neural Network [15|15|15],0.3,1.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|15|15],1.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|15|15],2.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|15|15],3.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|15|15],4.0,0.0
Steps Confidence,Confidence,Probability correct,Neural Network [15|15|15],0.9,1.0
Time Error,Progress (steps),Error (s),Neural Network [15|20],1.0,355.4418449864164
Time Error,Progress (steps),Error (s),Neural Network [15|20],2.0,70.94831646043036
Time Error,Progress (steps),Error (s),Neural Network [15|20],3.0,7.248890564435897
Time Error,Progress (steps),Error (s),Neural Network [15|20],4.0,0.0
Time Confidence,Confidence,Probability correct,Neural Network [15|20],0.8,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|20],0.5,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|20],0.7,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|20],0.6,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|20],0.9,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|20],0.4,1.0
Time Confidence,Confidence,Probability correct,Neural Network [15|20],0.2,0.22058823529411764
Time Confidence,Confidence,Probability correct,Neural Network [15|20],0.3,0.5
Steps Error,Progress (steps),Error (steps),Neural Network [15|20],1.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|20],2.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|20],3.0,0.0
Steps Error,Progress (steps),Error (steps),Neural Network [15|20],4.0,0.0
Steps Confidence,Confidence,Probability correct,Neural Network [15|20],0.9,1.0
Time Error,Progress (steps),Error (s),Neural Network [15|20|20],1.0,348.72112291425225
Time Error,Progress (steps),Error (s),Neural Network [15|20|20],2.0,53.658536830037114
Time Error,Progress (steps),Error (s),Neural Network [15|20|20],3.0,7.248890564435897
Time Error,Progress (steps),Error (s),Neural Network [15|20|20],4.0,0.0
